-2.05657E-7	-2.61882E-5
-2.05457E-7	-1.90012E-5
-2.05257E-7	-2.61882E-5
-2.05057E-7	-3.96262E-5
-2.04857E-7	-3.96262E-5
-2.04657E-7	-3.71262E-5
-2.04457E-7	-4.55632E-5
-2.04257E-7	-5.58762E-5
-2.04057E-7	-5.30632E-5
-2.03857E-7	-4.18132E-5
-2.03657E-7	-4.40012E-5
-2.03457E-7	-5.27512E-5
-2.03257E-7	-5.46262E-5
-2.03057E-7	-4.68132E-5
-2.02857E-7	-3.99382E-5
-2.02657E-7	-3.52512E-5
-2.02457E-7	-2.49382E-5
-2.02257E-7	-1.55632E-5
-2.02057E-7	-2.46262E-5
-2.01857E-7	-4.02512E-5
-2.01657E-7	-4.21262E-5
-2.01457E-7	-3.15012E-5
-2.01257E-7	-2.74382E-5
-2.01057E-7	-3.02512E-5
-2.00857E-7	-2.74382E-5
-2.00657E-7	-2.05632E-5
-2.00457E-7	-2.52512E-5
-2.00257E-7	-3.27512E-5
-2.00057E-7	-2.30632E-5
-1.99857E-7	-1.27512E-5
-1.99657E-7	-1.80632E-5
-1.99457E-7	-2.99382E-5
-1.99257E-7	-2.99382E-5
-1.99057E-7	-1.93132E-5
-1.98857E-7	-1.83762E-5
-1.98657E-7	-2.68132E-5
-1.98457E-7	-2.86882E-5
-1.98257E-7	-2.30632E-5
-1.98057E-7	-2.68132E-5
-1.97857E-7	-3.58762E-5
-1.97657E-7	-3.58762E-5
-1.97457E-7	-3.61882E-5
-1.97257E-7	-4.43132E-5
-1.97057E-7	-4.46262E-5
-1.96857E-7	-3.21262E-5
-1.96657E-7	-1.80632E-5
-1.96457E-7	-1.80632E-5
-1.96257E-7	-2.74382E-5
-1.96057E-7	-2.83762E-5
-1.95857E-7	-2.27512E-5
-1.95657E-7	-2.93132E-5
-1.95457E-7	-3.18132E-5
-1.95257E-7	-2.36882E-5
-1.95057E-7	-2.08762E-5
-1.94857E-7	-3.61882E-5
-1.94657E-7	-5.33762E-5
-1.94457E-7	-5.46262E-5
-1.94257E-7	-4.02512E-5
-1.94057E-7	-2.55632E-5
-1.93857E-7	-1.58762E-5
-1.93657E-7	-9.31317E-6
-1.93457E-7	-1.15012E-5
-1.93257E-7	-3.05632E-5
-1.93057E-7	-4.15012E-5
-1.92857E-7	-3.40012E-5
-1.92657E-7	-2.33762E-5
-1.92457E-7	-2.36882E-5
-1.92257E-7	-3.58762E-5
-1.92057E-7	-3.86882E-5
-1.91857E-7	-4.27512E-5
-1.91657E-7	-5.93132E-5
-1.91457E-7	-6.93132E-5
-1.91257E-7	-5.86882E-5
-1.91057E-7	-3.86882E-5
-1.90857E-7	-3.80632E-5
-1.90657E-7	-3.93132E-5
-1.90457E-7	-2.96262E-5
-1.90257E-7	-2.05632E-5
-1.90057E-7	-2.83762E-5
-1.89857E-7	-4.33762E-5
-1.89657E-7	-4.68132E-5
-1.89457E-7	-4.52512E-5
-1.89257E-7	-4.83762E-5
-1.89057E-7	-5.21262E-5
-1.88857E-7	-4.58762E-5
-1.88657E-7	-3.52512E-5
-1.88457E-7	-3.46262E-5
-1.88257E-7	-3.77512E-5
-1.88057E-7	-3.30632E-5
-1.87857E-7	-2.21262E-5
-1.87657E-7	-2.05632E-5
-1.87457E-7	-3.15012E-5
-1.87257E-7	-3.74382E-5
-1.87057E-7	-4.11882E-5
-1.86857E-7	-4.96262E-5
-1.86657E-7	-6.21262E-5
-1.86457E-7	-6.08762E-5
-1.86257E-7	-4.99382E-5
-1.86057E-7	-4.77512E-5
-1.85857E-7	-5.21262E-5
-1.85657E-7	-4.65012E-5
-1.85457E-7	-3.55632E-5
-1.85257E-7	-3.46262E-5
-1.85057E-7	-3.65012E-5
-1.84857E-7	-3.71262E-5
-1.84657E-7	-4.11882E-5
-1.84457E-7	-4.86882E-5
-1.84257E-7	-5.40012E-5
-1.84057E-7	-3.74382E-5
-1.83857E-7	-2.24382E-5
-1.83657E-7	-1.86882E-5
-1.83457E-7	-2.68132E-5
-1.83257E-7	-2.21262E-5
-1.83057E-7	-1.74382E-5
-1.82857E-7	-2.36882E-5
-1.82657E-7	-3.65012E-5
-1.82457E-7	-3.46262E-5
-1.82257E-7	-2.21262E-5
-1.82057E-7	-2.65012E-5
-1.81857E-7	-3.68132E-5
-1.81657E-7	-4.05632E-5
-1.81457E-7	-3.18132E-5
-1.81257E-7	-2.71262E-5
-1.81057E-7	-2.83762E-5
-1.80857E-7	-2.11882E-5
-1.80657E-7	-1.86882E-5
-1.80457E-7	-2.68132E-5
-1.80257E-7	-3.36882E-5
-1.80057E-7	-3.08762E-5
-1.79857E-7	-1.86882E-5
-1.79657E-7	-1.99382E-5
-1.79457E-7	-2.21262E-5
-1.79257E-7	-1.43132E-5
-1.79057E-7	-1.08762E-5
-1.78857E-7	-2.58762E-5
-1.78657E-7	-4.40012E-5
-1.78457E-7	-4.71262E-5
-1.78257E-7	-4.15012E-5
-1.78057E-7	-4.33762E-5
-1.77857E-7	-4.36882E-5
-1.77657E-7	-3.27512E-5
-1.77457E-7	-2.18132E-5
-1.77257E-7	-2.77512E-5
-1.77057E-7	-3.71262E-5
-1.76857E-7	-3.36882E-5
-1.76657E-7	-2.40012E-5
